sp_id	latitude	longitude
502297244	37.8875801	-122.5266438
517218835	38.7843602	-77.1209597
517151761	38.8560682	-77.3966126
517128446	38.7804453	-77.5104806
517179731	38.9282622	-77.2716486
517153035	38.8830622	-77.3943486
508341068	39.0044729	-76.7987382
508315264	39.0552022	-76.8884487
517238509	38.8036922	-77.0564787
502874246	38.9644822	-77.0758287
517163179	38.9522322	-77.3499886
517208939	38.9029122	-77.1646787
508331806	38.8179922	-76.8436688
508332805	38.9078522	-76.8383388
517201963	38.8574652	-77.1851777
517222884	38.9162022	-77.1113587
517201127	38.8461122	-77.1881287
517219605	38.8567722	-77.1216487
517167695	38.9376352	-77.3261436
517176473	38.8952252	-77.2815196
517207009	38.8756922	-77.1702027
517216307	38.8541222	-77.1332987
517198630	38.7338423	-77.1983387
517211068	38.8976122	-77.1522887
517215308	38.8442022	-77.1356087
517164321	38.9728022	-77.3500586
517153851	38.8352322	-77.3900586
517112228	39.0653962	-77.8094995
517199630	38.9037922	-77.1951787
517175836	38.7848922	-77.2883786
517165685	38.8554822	-77.3377786
517215366	38.8651522	-77.1375787
502903578	38.8942422	-77.0215387
508297263	38.8191822	-76.9538387
517213589	38.8105822	-77.1393967
516879002	37.3834395	-77.6691186
508303521	38.8503612	-76.9278637
517186069	38.7790022	-77.2381186
517153957	38.8609522	-77.3864686
508245046	38.9732122	-77.1691787
502887520	38.9018822	-77.0398987
502871352	38.9362522	-77.1023087
508437859	39.3948321	-76.5776388
517199951	38.8390622	-77.1922087
517153254	38.9727222	-77.3934586
517162413	38.9333822	-77.3553886
502889386	38.9029922	-77.0381187
508334712	38.9142422	-76.8331188
502891921	38.9040622	-77.0374687
517173768	38.9844622	-77.2997086
517231381	38.8940862	-77.0808857
517174161	38.7741822	-77.2973486
517238392	38.7331322	-77.0564287
517167209	38.9528222	-77.3338886
517218862	38.8401462	-77.1214197
517197790	38.8309322	-77.2005587
508299820	38.8416722	-76.9455787
517231079	38.7461222	-77.0823787
517178186	38.8201822	-77.2766986
517225678	38.8841622	-77.1001587
517219484	38.7182123	-77.1214587
517190438	38.9231822	-77.2283786
508278791	38.9928912	-77.0315107
508321111	38.9797482	-76.8699448
517213856	38.7817222	-77.1411287
517221316	38.8801102	-77.1129917
517205448	38.8857422	-77.1755687
517242699	38.8061122	-77.0426687
517204752	38.8867022	-77.1772487
517220996	38.7273023	-77.1161787
517241426	38.7246623	-77.0479087
517136957	38.7757223	-77.4707686
517229587	38.7076947	-77.0862970
502881157	38.9177882	-77.0471777
502915878	38.8515962	-76.9816877
517228481	38.8418072	-77.0866997
517154747	38.8725833	-77.3853636
517013969	38.6363423	-77.1349487
517173190	38.7168673	-77.3007576
502920195	38.9010732	-76.9477187
517016681	38.6461223	-77.2767186
517119427	38.8638932	-77.6057445
502882120	38.9061992	-77.0448207
517225642	38.8841622	-77.1001587
517196570	38.7240323	-77.2085387
517157998	38.8658322	-77.3718686
517227575	38.8271862	-77.0902437
517218457	38.8095722	-77.1237787
517200333	38.7992972	-77.1896667
517168555	38.8849231	-77.3202972
508305767	38.9255422	-76.9237787
517231792	38.8937012	-77.0790857
517210566	38.8725202	-77.1541797
508345681	38.7562622	-76.7825688
517200591	38.9080522	-77.1899187
517179063	38.8943722	-77.2732986
517168338	38.9426022	-77.3265386
517183330	38.8263722	-77.2509786
517218651	38.8973922	-77.1244287
517021776	38.6632623	-77.3305586
517177629	38.9631022	-77.2803486
517215403	38.9399022	-77.1365087
508291075	39.0296422	-76.9831587
508239442	39.0229522	-77.1957986
517216629	38.7837222	-77.1314487
517029703	38.6672723	-77.4519686
517227149	38.8890022	-77.0949487
505115851	31.2165340	-81.4740378
517210492	38.8725202	-77.1541797
517227702	38.7306823	-77.0904787
502900208	38.8976622	-77.0275587
517241243	38.8555322	-77.0486087
517182036	38.8087322	-77.2559886
517191700	38.9037822	-77.2224586
502881639	38.9029122	-77.0480287
517225120	38.7702022	-77.1029587
517173270	38.7854222	-77.3009386
516957377	37.6126026	-79.4868620
517169871	38.8655522	-77.3160286
517204915	38.9163322	-77.1779287
517207037	38.8831602	-77.1701487
517140869	39.0053822	-77.4457886
502887891	38.9016022	-77.0398687
517184555	38.9227422	-77.2497886
508286061	38.7125623	-77.0028787
517116678	39.1338222	-77.6626785
517148800	39.0395322	-77.4116786
517178205	38.7367323	-77.2755686
517143196	38.8890622	-77.4319596
508310391	38.9272922	-76.9063487
517146903	39.0101522	-77.4200586
517234408	38.8938422	-77.0714687
517158164	38.9578422	-77.3732386
517158613	38.8564942	-77.3672006
517228958	38.7597622	-77.0878187
517157190	39.0012322	-77.3754986
517230872	38.8531622	-77.0836487
517194146	38.9118522	-77.2156886
517161318	38.9449722	-77.3593286
508235487	39.0045422	-77.2161386
502889611	38.9252022	-77.0381487
517169535	38.9219072	-77.3172046
517116512	39.1345922	-77.6627785
502915205	38.9068222	-76.9871287
517190848	38.8465322	-77.2245886
517182708	38.8052422	-77.2552486
517145774	38.9587422	-77.4234086
517203093	38.7805422	-77.1844187
502891021	38.9021922	-77.0370387
517116231	38.7505723	-77.6530975
517168902	38.8073222	-77.3201186
517222049	38.8827422	-77.1132587
511572610	40.7202317	-74.0094996
502881358	38.9095822	-77.0472847
517174373	38.7993522	-77.2952486
517205628	38.9358722	-77.1765587
517156071	38.9554622	-77.3826286
502885158	38.9000423	-77.0427978
508236547	39.0177912	-77.2086896
502890101	38.9049522	-77.0397387
517212119	38.9208322	-77.1515687
508258649	39.0592222	-77.1166587
517227076	38.7912422	-77.0949587
517139340	38.7441863	-77.4505606
505539494	33.6225936	-84.4562468
517043230	38.4621393	-77.9978854
503365730	41.1811916	-73.1348098
517208742	38.8225122	-77.1638287
517182720	38.8046122	-77.2561786
517240013	38.8316722	-77.0514287
517170874	38.8490322	-77.3108786
502903182	38.9530136	-77.0215043
517032822	38.6468523	-77.4802986
517181961	38.8217422	-77.2574686
517205097	38.9350722	-77.1802887
517124520	39.0842722	-77.5446985
508294588	38.9808022	-76.9662587
517197987	38.7755422	-77.2009487
517212255	38.7652822	-77.1477287
502904190	38.8933722	-77.0205187
502898967	38.8980122	-77.0284987
517224965	38.8978822	-77.1045887
517170437	38.8474102	-77.3099926
517153115	38.8798422	-77.3960286
517180733	38.8098022	-77.2628086
517214288	38.7973912	-77.1377247
517171402	38.8466462	-77.3063986
502887617	38.9009222	-77.0412187
517221790	38.8447422	-77.1130787
517144120	38.8389422	-77.4285696
517202939	38.9250122	-77.1822087
517229050	38.7807422	-77.0876987
517196534	38.7761522	-77.2075087
517217369	38.8612422	-77.1282687
517187851	38.8339622	-77.2325786
517163009	38.9836922	-77.3499586
517215298	38.8525422	-77.1358487
517155055	38.9716222	-77.3860986
517157257	38.9689022	-77.3745586
516998555	37.7060025	-77.4648186
517149430	38.9476122	-77.4094586
517230613	38.7800722	-77.0839787
508325231	39.0901192	-76.8584077
517192810	38.8781522	-77.2221386
517174410	38.8165222	-77.2961686
517017027	38.5211783	-77.2913586
508285909	38.7408082	-77.0002847
517233198	38.7808722	-77.0742987
517171154	38.8883022	-77.3125186
517015800	38.6637623	-77.2623286
508275917	39.0095722	-77.0502867
502886670	38.8989422	-77.0425487
517238208	38.8033922	-77.0571187
517236025	38.7557622	-77.0641687
517198383	38.8753422	-77.1999387
517174528	38.9743622	-77.2970286
517175716	38.8443672	-77.2839686
517189045	38.7717722	-77.2306787
517188130	38.9367722	-77.2327686
517236077	38.7422122	-77.0634987
517160530	38.9704522	-77.3660886
507832042	38.6850483	-77.0324317
517197795	38.8283722	-77.1988987
517191997	38.7842122	-77.2223687
517204934	38.9365022	-77.1786087
517200907	38.8926982	-77.1874397
517143540	38.8308422	-77.4330186
517194779	38.9171522	-77.2150686
517211542	38.8657722	-77.1514887
517178164	38.8167822	-77.2753986
517140498	38.8456822	-77.4463086
517152855	39.0105241	-77.3962652
517014512	38.6698823	-77.2320287
517163862	38.7867722	-77.3449886
517171984	38.8071522	-77.3092486
517206585	38.8812772	-77.1720557
517173680	38.8194222	-77.2999086
517139217	38.8529682	-77.4512636
517186059	38.7797922	-77.2394787
517185447	38.9291222	-77.2398586
517120115	39.0330122	-77.6059585
517144014	39.0054022	-77.4301086
517225449	38.8451002	-77.0986667
517142929	38.8923622	-77.4349986
517162084	38.8804422	-77.3549186
517182108	38.8086122	-77.2562086
517115530	39.1373722	-77.7067085
517229200	38.8900122	-77.0866687
502874581	38.9679122	-77.0744287
517229637	38.7975922	-77.0860187
517159403	38.9429922	-77.3686986
517157689	38.9682872	-77.3705306
508304454	39.0477822	-76.9251787
508329849	38.8178222	-76.8467488
517128042	38.7908823	-77.5175186
502893827	38.9034122	-77.0336687
502914823	38.8758322	-76.9892887
517125645	38.9868822	-77.5317785
517232556	38.8134222	-77.0766787
502879889	38.8970522	-77.0514687
517223640	38.7329823	-77.1071287
517222318	38.8281922	-77.1103487
517167000	38.9044122	-77.3358186
508278648	38.9973222	-77.0331987
517126565	38.9767422	-77.5245385
502884814	38.9921812	-77.0426447
517165617	38.9503132	-77.3370516
503199111	39.8965136	-105.0714209
517120729	38.8114823	-77.5965985
517230416	38.7674112	-77.0829197
517126487	38.7544083	-77.5205916
517119082	38.8286023	-77.6233885
517219017	38.7915022	-77.1217787
517138827	38.8345022	-77.4544186
508453137	39.2933321	-76.6163988
517154245	38.9800022	-77.3900786
517184645	38.8352922	-77.2448786
517213812	38.8102422	-77.1385987
517178064	38.8081822	-77.2742586
517202423	38.7711822	-77.1864387
517122047	39.1155322	-77.5707485
502889669	38.9252022	-77.0381487
517199911	38.7808442	-77.1909247
517180888	38.8225422	-77.2654386
508432472	39.3620421	-76.5492488
508259261	39.0418142	-77.1101587
502902213	38.9788122	-77.0261287
517153893	38.8312222	-77.3883786
517152177	38.9677822	-77.3987486
517194127	38.9276022	-77.2155986
517151946	38.7942922	-77.3967786
517186940	38.9178422	-77.2374186
517180417	38.9055922	-77.2678486
517202421	38.7837222	-77.1854687
517230311	38.8544722	-77.0855887
517020966	38.6478123	-77.3156186
502907913	38.9177322	-77.0124387
517204506	38.7809422	-77.1809787
517177605	38.7270223	-77.2788286
517200296	38.8316982	-77.1891787
517232869	38.7589222	-77.0761887
517210264	38.8709022	-77.1572987
508305923	38.8269222	-76.9242087
517243197	38.8057222	-77.0402787
508277525	39.0165422	-77.0424087
517014788	38.6223223	-77.2533387
517155173	38.9875622	-77.3864986
517150905	38.9362246	-77.4013750
517150798	38.9641292	-77.4012026
517207973	38.9258622	-77.1698187
508267528	38.9647822	-77.0883587
517237602	38.8351422	-77.0582687
517184311	38.7593523	-77.2489386
517144582	38.8205722	-77.4288586
517191805	38.9236522	-77.2228986
517202440	38.8013922	-77.1857687
517182387	38.9092322	-77.2578086
502883585	38.9020622	-77.0439087
517178056	38.7815622	-77.2756886
517193466	38.9409722	-77.2193586
517230695	38.8077322	-77.0848887
502880025	38.9064822	-77.0519187
508320668	38.9499222	-76.8751188
517235714	38.8033622	-77.0661587
502884307	38.9053522	-77.0445287
517177814	38.7769222	-77.2748566
508314328	39.0555722	-76.8940987
517178884	38.8282722	-77.2711286
517116439	38.7828123	-77.6550285
517195471	38.7761522	-77.2112187
508313170	38.8118042	-76.8955058
502882602	38.9143322	-77.0451887
508341056	39.1306635	-76.8001176
517133370	39.0420124	-77.4823050
517183746	38.8870322	-77.2519486
517228028	38.7330323	-77.0904287
502880833	38.9015722	-77.0490487
502871093	38.9581329	-77.4495787
517186133	38.7843222	-77.2383186
517215953	38.7694072	-77.1303697
517142509	38.8872042	-77.4373038
517219393	38.8088122	-77.1207587
517117717	39.1355922	-77.6501485
517231131	38.8104422	-77.0824687
517190781	38.9524172	-77.2255386
517222605	38.8804622	-77.1110087
502907269	38.9072912	-77.0128157
517134274	38.7941323	-77.4790296
502875157	38.9199822	-77.0705687
517207062	38.8265122	-77.1710887
502873930	38.9435322	-77.0780987
517702967	44.4468117	-88.0715448
517166483	38.9831922	-77.3365986
508230299	39.1654422	-77.2565086
517182888	39.0193922	-77.2569886
517590426	43.0747440	-87.9772600
517181473	38.8661522	-77.2607486
517187954	38.8796922	-77.2326486
517240075	38.7440722	-77.0500687
502886611	38.9066422	-77.0430287
517206227	38.8852822	-77.1739687
502899022	38.9235422	-77.0291087
517130795	38.8930522	-77.5029386
517155554	39.0198622	-77.3852886
517174627	38.8777922	-77.2975886
517217035	38.9363522	-77.1303987
517176588	38.7637223	-77.2798286
517238843	38.8301422	-77.0531787
517163684	38.9516162	-77.3488676
517142845	38.8835422	-77.4368586
502879635	38.9049022	-77.0542687
517026563	38.4679123	-77.4042786
502900225	38.8967222	-77.0275787
517171599	38.8423022	-77.3087186
502891024	38.9028822	-77.0378787
502890091	38.9049522	-77.0397387
517182320	38.8834322	-77.2603786
502892356	38.9020522	-77.0350487
502900347	38.8952522	-77.0275687
517168264	38.9332722	-77.3297286
517232890	38.7616322	-77.0761087
508298043	39.0863322	-76.9515487
517153137	38.8626822	-77.3952286
508264833	38.9912222	-77.0941027
517242988	38.8062022	-77.0425887
502902052	38.9566122	-77.0255187
517195852	38.8798222	-77.2090687
517148945	38.9507252	-77.4109356
517129456	38.7461253	-77.5071566
508260030	39.0151702	-77.1081357
502887310	38.9009222	-77.0412187
517210452	38.7718362	-77.1539147
517230925	38.8938732	-77.0830507
517171806	38.8432222	-77.3072786
517015234	38.6727893	-77.2609446
517216325	38.8398122	-77.1325487
517221450	38.7867222	-77.1136387
502892239	38.9328372	-77.0351627
502904444	38.8247812	-77.0189107
508279810	38.9942522	-77.0286287
517143599	38.8807822	-77.4340486
517210635	38.8228322	-77.1543587
512090068	40.9876617	-73.8084816
517201618	38.9321062	-77.1860407
517122308	39.1148852	-77.5623085
517238115	38.7215923	-77.0568687
517210456	38.7654352	-77.1551387
517194609	38.8756422	-77.2143587
502877410	38.9045122	-77.0616587
517190997	38.8714622	-77.2267286
517183358	38.8222422	-77.2528886
517203540	38.9350522	-77.1818087
517176542	38.8008222	-77.2811186
508325582	39.1734822	-76.8584387
502877320	38.9033512	-77.0611777
502912325	38.8949782	-76.9959367
517216747	38.8619722	-77.1312687
517196345	38.9077022	-77.2073887
517204820	38.7278223	-77.1784787
517198002	38.7831122	-77.2018887
517014267	38.6614883	-77.2554187
517168712	38.8601322	-77.3224186
517138046	38.7652223	-77.4586986
517157626	38.7681533	-77.3709366
517158665	38.9664352	-77.3668336
516771590	36.8219366	-76.2741211
517158951	38.8726322	-77.3685486
517190818	38.8323922	-77.2248987
502921518	38.8965022	-76.9153987
517233929	38.8974122	-77.0719987
517148157	38.8396222	-77.4137186
517167519	38.8620872	-77.3271106
517139304	38.7441093	-77.4505766
517197360	38.7211623	-77.2024587
517176561	38.8027522	-77.2798186
517187032	38.9161722	-77.2362686
517195159	38.8380822	-77.2115387
517202482	38.7965622	-77.1865387
517118915	38.8207723	-77.6165285
502882099	38.9061992	-77.0448207
517130748	38.8983522	-77.5009886
517241130	38.8593822	-77.0486487
517233870	38.8996622	-77.0729687
517153952	38.8896722	-77.3896086
517232278	38.7822422	-77.0771087
517166557	38.8633992	-77.3299786
517183629	38.8091922	-77.2522186
517183635	38.8070522	-77.2508186
517204052	38.8871922	-77.1794687
517160997	39.0043822	-77.3603986
517159734	38.9625502	-77.3629206
517179909	38.7693422	-77.2664886
517168501	38.8642922	-77.3241196
517240108	38.8040822	-77.0501587
508308455	38.8863022	-76.9135187
517153494	38.9367622	-77.3953986
517214934	38.8238442	-77.1353197
508255179	39.0019622	-77.1275787
517205234	38.8634882	-77.1767657
517189716	38.9248322	-77.2303386
517204493	38.7809422	-77.1809787
517178669	38.7860922	-77.2719586
517144464	38.8501922	-77.4283786
502904540	38.8745982	-77.0184707
517203223	38.9312812	-77.1809247
517163884	38.7875322	-77.3462286
517229041	38.7949522	-77.0872187
517182608	38.9237457	-77.2525542
502880781	38.9131822	-77.0490487
517181108	38.8949722	-77.2649286
517215865	38.8077212	-77.1308117
517170506	38.8239222	-77.3082896
502872486	38.9604422	-77.0846687
517144437	38.8426322	-77.4274986
517155320	38.9924222	-77.3865986
517237781	38.8044822	-77.0597687
517149209	38.8723322	-77.4113386
508267351	38.9916422	-77.0892987
502883721	38.9020622	-77.0439087
517197775	38.8286022	-77.1997987
517187666	38.7463723	-77.2345487
502878843	38.9075122	-77.0556487
517179885	38.7766522	-77.2673286
502881850	38.9001222	-77.0471487
517021670	38.6748723	-77.3282986
517068151	38.3505965	-81.6375033
517165033	38.8953722	-77.3423786
517225532	38.7643022	-77.1014387
508529119	39.6450221	-77.6740785
517228819	38.8730922	-77.0890387
517222582	38.8796122	-77.1108887
500287839	32.7349452	-117.2520391
508250738	39.0769222	-77.1500287
502877190	38.9045122	-77.0616587
517216332	38.8613922	-77.1328787
517207766	38.8702622	-77.1676087
517198248	38.8389322	-77.1985987
517180636	38.7150923	-77.2641166
502881261	38.9026862	-77.0471117
517223303	38.8758322	-77.1094787
517127477	38.7344863	-77.5193076
517174704	38.8747722	-77.2952086
517237673	38.7182123	-77.0593687
517210882	38.8754652	-77.1530227
517210314	38.8514422	-77.1559187
517160953	39.0360722	-77.3592286
517235755	38.8038222	-77.0655087
517014334	38.6612963	-77.2474007
508270846	38.9837322	-77.0750987
517166783	38.8577222	-77.3314586
502871186	38.9311922	-77.1099587
502909014	38.8968502	-77.0061957
517210369	38.9291322	-77.1572187
517017410	38.3643923	-77.2947587
517203155	38.8042922	-77.1842387
508246415	39.1167402	-77.1606197
517136195	38.9826422	-77.4764986
517198250	38.8425922	-77.1986487
517180210	38.7060323	-77.2680886
517193273	38.6930323	-77.2201687
517194739	38.7006123	-77.2145387
502900545	38.9065122	-77.0277087
511388879	40.6012118	-73.9593996
517160405	38.9442322	-77.3628586
517123316	39.0781512	-77.5533115
517241290	38.8050902	-77.0480437
517209978	38.8179122	-77.1584387
517141736	38.8287622	-77.4419186
517182876	38.7252023	-77.2565486
517028937	38.4777223	-77.4328486
502895372	38.9031722	-77.0323687
517180007	38.8485322	-77.2689486
517165078	38.8933722	-77.3408486
517155522	38.9463522	-77.3873186
517118171	38.7336123	-77.6512185
517166186	38.8829122	-77.3379186
502891903	38.9089922	-77.0371587
517211690	38.7819782	-77.1475377
517194698	38.6996923	-77.2154587
517201052	38.8325222	-77.1874287
502678859	38.5739249	-121.4979978
502915678	38.8883322	-76.9858087
517174859	38.8435962	-77.2894986
508250263	39.1087022	-77.1517087
502879772	38.9032835	-77.0521379
517241729	38.8014222	-77.0479287
517145728	38.9534422	-77.4245886
502891258	38.9029022	-77.0391287
517026552	38.4222123	-77.4100386
517182549	38.9409022	-77.2603486
517218276	38.8110902	-77.1219287
517001135	37.9553964	-77.4199186
502894615	38.9509522	-77.0342687
517015911	38.6765723	-77.2640986
517013351	38.3389123	-77.0539187
517208090	38.7771722	-77.1673887
517235009	38.8972522	-77.0692287
517211950	38.7526822	-77.1497387
517150126	38.8958722	-77.4040786
517165021	38.9883822	-77.3437786
508254128	39.0841852	-77.1303037
517188874	38.9303622	-77.2312086
517208650	38.8085922	-77.1650087
517213178	38.8669932	-77.1420367
517181890	38.8103202	-77.2569776
517160983	39.0165622	-77.3586086
502909491	38.9015322	-77.0070387
502878162	38.9041272	-77.0590577
517135326	38.7389413	-77.4721066
517139941	38.9920622	-77.4503186
502874539	38.9250022	-77.0736487
511211449	40.7357347	-73.7464676
517193413	38.9278722	-77.2178186
508319838	38.9627922	-76.8789288
517190916	38.8578022	-77.2267486
517231590	38.7429122	-77.0803087
517196474	38.7108723	-77.2075787
517148389	38.9657922	-77.4123186
502889694	38.9200522	-77.0382687
508310385	38.9293422	-76.9070187
517179016	38.8837522	-77.2710786
517165157	38.9645422	-77.3442886
517147064	38.8223512	-77.4145466
517225258	38.8831222	-77.1026587
517225248	38.8863322	-77.1018787
502879689	38.9105602	-77.0518777
517159583	39.0505922	-77.3682786
516986070	37.6561595	-77.5770326
517029634	38.6825423	-77.4427686
517167321	38.9437522	-77.3359886
516722521	36.7094329	-81.9684253
517154042	38.8722322	-77.3883486
517212106	38.9192122	-77.1497787
517054804	38.4494524	-78.8683682
517145718	38.9291322	-77.4240886
502883144	38.9060622	-77.0457787
517231572	38.7473522	-77.0807187
517176720	38.8047822	-77.2827486
517184566	38.9280222	-77.2476186
517178256	38.9970822	-77.2746086
507827141	38.6360323	-76.8962788
517217305	38.8364822	-77.1280287
517162657	38.9304572	-77.3506976
517229326	38.8602922	-77.0874987
517170888	38.8436822	-77.3130686
517151423	38.9993022	-77.4012586
517221483	38.8361622	-77.1141487
517141381	38.7729013	-77.4429956
517170966	38.8216522	-77.3121986
517172485	38.8488922	-77.3050786
517209702	38.8964022	-77.1602287
517149410	38.9443722	-77.4098386
517148790	39.0373322	-77.4127386
517165889	38.8574822	-77.3381686
517195456	38.7734122	-77.2130587
516993859	37.6013125	-77.5075786
502907101	38.8980502	-77.0122077
502877453	38.9448422	-77.0630087
502885878	38.9050422	-77.0429087
517113590	39.1278422	-77.7873385
517146808	39.0503022	-77.4213986
508442639	39.4026421	-76.5981588
502907824	38.8955622	-77.0098487
502888842	38.9031522	-77.0413287
502888765	38.9093222	-77.0413187
517206514	38.7939322	-77.1752187
508275980	39.2149222	-77.0509187
517145475	38.8604622	-77.4217486
502907374	38.9164622	-77.0133187
508310500	38.7686222	-76.9056888
517224362	38.8826922	-77.1063987
508358373	39.2365621	-76.6845488
517199308	38.9498022	-77.1955387
517120260	38.8604032	-77.5980395
517242694	38.7967422	-77.0419687
517163607	38.9516162	-77.3488676
517172259	38.8492162	-77.3034836
517192982	38.8102522	-77.2206187
517155652	38.8273322	-77.3793816
517169081	38.8786722	-77.3258586
508436166	39.3204421	-76.5724188
516772033	36.8196726	-76.2768991
508308945	39.0231292	-76.9075067
517115907	39.1373722	-77.7067085
517225572	38.7079723	-77.1015387
507925128	38.5462529	-90.3288148
517209080	38.9482222	-77.1638787
508868861	42.3726414	-72.5976599
517035762	38.2944124	-77.5158486
517219504	38.7184823	-77.1216487
517122750	39.0979222	-77.5614985
517161582	38.8438342	-77.3544296
508301725	39.1147202	-76.9329207
517226858	38.8842122	-77.0958787
517211292	38.9194132	-77.1503477
508312034	38.7823692	-76.8972848
517218740	38.8532722	-77.1238587
517154662	38.8443682	-77.3847616
508277629	39.0074622	-77.0418487
517148684	39.0381222	-77.4126986
517195305	38.9219822	-77.2107386
508233736	39.1273932	-77.2276656
517189441	38.7067723	-77.2294487
502918678	38.8690002	-76.9595027
517015147	38.6553223	-77.2587817
517181313	38.7927422	-77.2612986
517139648	38.9581431	-77.4490080
517233022	38.8993922	-77.0757987
517236003	38.7787522	-77.0632587
502909261	38.8998222	-77.0074887
517173386	38.8400322	-77.2978886
517203943	38.8498522	-77.1794787
517172720	38.8465422	-77.3025686
517211686	38.7819392	-77.1477197
508372039	38.9352532	-76.5670599
502895295	38.9053222	-77.0327487
508293934	39.0223322	-76.9684887
502889002	38.9041322	-77.0410787
517237214	38.8055922	-77.0602587
508255777	39.0263922	-77.1248787
517117630	38.7859523	-77.6454585
502908041	38.9182522	-77.0124587
508262356	39.0137642	-77.0993087
517235995	38.7828822	-77.0642087
517133790	38.8326822	-77.4851186
517215081	38.8210822	-77.1364687
517149845	38.9774452	-77.4047356
517017854	38.6862523	-77.2824586
517163185	38.9522322	-77.3499886
517150194	38.9665922	-77.4050686
517220100	38.8594622	-77.1188287
517177939	38.8475192	-77.2726566
502886263	38.9050422	-77.0429087
517243939	39.2562322	-77.6791785
508485114	39.3187621	-76.7608188
502879995	38.9060822	-77.0526887
517184692	38.8432022	-77.2436886
517195493	38.7425723	-77.2108687
517151892	39.0343582	-77.3978606
517199007	38.8315822	-77.1959587
517221431	38.7047123	-77.1134687
517205509	38.8859022	-77.1760887
517234962	38.8971822	-77.0697787
508266384	38.9636122	-77.0924587
517159082	38.9659322	-77.3694986
517231784	38.8647202	-77.0788167
517174186	38.7772822	-77.2974186
517145470	38.8688422	-77.4235686
508289796	38.8015622	-76.9862287
517170205	38.9821222	-77.3189286
517171481	38.8543951	-77.3077749
517211878	38.7764022	-77.1497787
517147662	38.7408723	-77.4165786
502907013	38.8725322	-77.0162787
517113404	38.9920722	-77.7919285
502895457	38.9086722	-77.0315187
517150709	39.0308722	-77.4063786
517214459	38.8182322	-77.1382287
502887601	38.9009222	-77.0412187
502902702	38.9549722	-77.0237187
517143606	38.8871222	-77.4301186
517211613	38.9172922	-77.1527787
502893103	38.9099622	-77.0360587
517142838	38.8778922	-77.4353586
517192746	38.8499222	-77.2209887
517223096	38.8285922	-77.1088087
517175830	38.7736822	-77.2850586
502904501	38.8998382	-77.0194877
517117632	38.7910823	-77.6356785
517128789	38.9173922	-77.5089186
517215284	38.8589622	-77.1381487
517236827	38.7266023	-77.0600687
517185736	38.9193722	-77.2408886
517019181	38.6552693	-77.3068726
508277482	39.0087212	-77.0419397
517200548	38.8660122	-77.1901287
517236498	38.8040522	-77.0628787
508315884	38.9675822	-76.8888687
517238222	38.8516122	-77.0566387
502871839	38.9438522	-77.0934087
517209849	38.9156522	-77.1589687
517143855	38.8923622	-77.4349986
508298464	38.8401252	-76.9472327
502911543	38.8779622	-76.9984987
517205963	38.8865562	-77.1751417
507827104	38.6458123	-76.8825188
517114632	38.9690422	-77.7341785
517157592	39.0518122	-77.3784286
517136701	38.8352122	-77.4707786
502921202	38.8822322	-76.9259487
508274792	39.0391622	-77.0555887
517149472	38.9536322	-77.4086086
517163016	38.9861922	-77.3499786
517210867	38.7798982	-77.1528357
517020949	38.6169723	-77.3201086
517219713	38.8510822	-77.1200987
517204364	38.9367522	-77.1818587
517203658	38.9658122	-77.1825087
508384739	39.0059622	-76.4908089
508256867	39.0484992	-77.1199247
517147860	38.9785422	-77.4157486
517224166	38.8276922	-77.1063587
508246206	39.0246522	-77.1645687
517235267	38.8017222	-77.0666587
517171940	38.8436222	-77.3076786
517123966	39.2435122	-77.5560485
502888350	38.9331522	-77.0408287
517150791	38.8809452	-77.4012976
517214716	38.8976822	-77.1388287
517157287	38.9829922	-77.3746486
502907483	38.9659622	-77.0132687
517182849	38.7273623	-77.2569486
517161887	38.8397022	-77.3576386
502912043	38.8853622	-76.9964487
517227872	38.8679522	-77.0925387
502915567	38.9142222	-76.9847387
509169067	42.5243673	-71.4275253
517214061	38.8752222	-77.1408387
517141433	38.8860825	-77.4412184
517117275	38.8106463	-77.6387055
517219328	38.8416192	-77.1215667
517202360	38.7620822	-77.1860087
517166872	38.7727523	-77.3326086
517222778	38.8812922	-77.1107687
508266387	38.9687322	-77.0927387
517217752	38.7188103	-77.1240917
517019077	38.5918373	-77.3096566
517193158	38.8239322	-77.2189387
517208534	38.9149622	-77.1659987
517171674	38.8457422	-77.3064586
502337388	37.7284251	-122.4303478
517206217	38.8852822	-77.1739687
517198108	38.7280343	-77.1971937
517202243	38.9078422	-77.1848287
517139281	38.9540142	-77.4514666
502882303	38.9020622	-77.0452787
508385171	39.0252022	-76.4815329
502888284	38.9119622	-77.0408187
502909590	38.9275052	-77.0054857
505115972	31.2126940	-81.4710078
517173831	38.8824222	-77.3005686
508270835	38.9800022	-77.0753387
517206933	38.9319222	-77.1723787
517141678	38.8635022	-77.4422086
517148589	39.0552422	-77.4132086
517141832	38.8854522	-77.4409586
517200804	38.7610422	-77.1904987
517133755	38.8445422	-77.4805586
517242260	38.8141822	-77.0445687
517206809	38.8844122	-77.1726387
517227950	38.8634042	-77.0892247
517133773	38.8750722	-77.4843786
517176259	38.8901322	-77.2845986
517139343	38.7616053	-77.4510636
517172233	38.8470272	-77.3027296
517198600	38.9269822	-77.1973587
517179072	38.8982522	-77.2709486
517194687	38.7096223	-77.2134987
517220018	38.7878222	-77.1198387
517027149	38.4755773	-77.4254536
517159193	38.9721922	-77.3710986
517192695	38.9314146	-77.2220436
