sp_id	sp_gq_id	age	sex
938807036	450000887	19	M
938807037	450000887	19	M
938807038	450000887	22	M
938807039	450000887	18	M
938807040	450000887	23	M
938807041	450000887	19	M
938807042	450000887	19	M
938807043	450000887	23	M
938807044	450000887	32	M
938807045	450000887	20	M
938807046	450000887	18	M
938807047	450000887	23	M
938807048	450000887	23	M
938807049	450000887	19	M
938807050	450000887	24	M
938807051	450000887	18	M
938807052	450000887	18	M
938807053	450000887	22	M
938807054	450000887	19	M
938807055	450000887	18	M
938807056	450000887	18	M
938807057	450000887	18	M
938807058	450000887	20	M
938807059	450000887	23	M
938807060	450000887	19	M
938807061	450000887	23	M
938807062	450000887	29	M
938807063	450000887	24	M
938807064	450000887	20	M
938807065	450000887	22	M
938807066	450000887	18	M
938807067	450000887	18	M
938807068	450000887	20	M
938807069	450000887	21	M
938807070	450000887	20	M
938807071	450000887	24	M
938807072	450000887	24	M
938807073	450000887	19	M
938807074	450000887	20	M
938807075	450000887	19	M
938807076	450000887	32	M
938807077	450000887	22	M
938807078	450000887	18	M
938807079	450000887	19	M
938807080	450000887	26	M
938807081	450000887	20	M
938807082	450000887	23	M
938807083	450000887	19	M
938807084	450000887	19	M
938807085	450000887	20	M
938807086	450000887	20	M
938807087	450000887	22	M
938807088	450000887	21	M
938807089	450000887	19	M
938807090	450000887	21	M
938807091	450000887	23	M
938807092	450000887	18	M
938807093	450000887	21	M
938807094	450000887	24	M
938807095	450000887	30	M
938807096	450000887	21	M
938807097	450000887	23	M
938807098	450000887	18	M
938807099	450000887	25	M
938807100	450000887	18	M
938807101	450000887	18	M
938807102	450000887	23	M
938807103	450000887	19	M
938807104	450000887	19	M
938807105	450000887	20	M
938807106	450000887	18	M
938807107	450000887	18	M
938807108	450000887	18	M
938807109	450000887	21	M
938807110	450000887	20	M
938807111	450000887	19	M
938807112	450000887	20	M
938807113	450000887	22	M
938807114	450000887	20	M
938807115	450000887	22	M
938807116	450000887	18	M
938807117	450000887	23	M
938807118	450000887	19	M
938807119	450000887	18	M
938807120	450000887	19	M
938807121	450000887	19	M
938807122	450000887	20	M
938807123	450000887	19	M
938807124	450000887	19	M
938807125	450000887	21	M
938807126	450000887	18	M
938807127	450000887	19	M
938807128	450000887	21	M
938807129	450000887	18	M
938807130	450000887	20	M
938807131	450000887	21	M
938807132	450000887	19	M
938807133	450000887	18	M
938807134	450000887	19	M
938807135	450000887	19	M
938807136	450000887	21	M
938807137	450000887	21	M
938807138	450000887	20	M
938807139	450000887	19	M
938807140	450000887	18	M
938807141	450000887	18	M
938807142	450000887	21	M
938807143	450000887	18	M
938807144	450000887	22	M
938807145	450000887	20	M
938807146	450000887	18	M
938807147	450000887	22	M
938807148	450000887	19	M
938807149	450000887	24	M
938807150	450000887	22	M
938807151	450000887	23	M
938807152	450000887	19	M
938807153	450000887	18	M
938807154	450000887	19	M
938807155	450000887	19	M
938807156	450000887	19	M
938807157	450000887	19	M
938807158	450000887	22	M
938807159	450000887	21	M
938807160	450000887	22	M
938807161	450000887	21	M
938807162	450000887	19	M
938807163	450000887	21	M
938807164	450000887	18	M
938807165	450000887	20	M
938807166	450000887	21	M
938807167	450000887	28	M
938807168	450000887	19	M
938807169	450000887	18	M
938807170	450000887	19	M
938807171	450000887	23	M
938807172	450000887	19	M
938807173	450000887	20	M
938807174	450000887	22	M
938807175	450000887	19	M
938807176	450000887	18	M
938807177	450000887	19	M
938807178	450000887	38	M
938807179	450000887	22	M
938807180	450000887	19	M
938807181	450000887	19	M
938807182	450000887	18	M
938807183	450000887	23	M
938807184	450000887	22	M
938807185	450000887	19	M
938807186	450000887	31	M
938807187	450000887	19	M
938807188	450000887	18	M
938807189	450000887	18	M
938807190	450000887	22	M
938807191	450000887	19	M
938807192	450000887	22	M
938807193	450000887	20	M
938807194	450000887	20	M
938807195	450000887	18	M
938807196	450000887	21	M
938807197	450000887	18	M
938807198	450000887	20	M
938807199	450000887	18	M
938807200	450000887	21	M
938807201	450000887	22	M
938807202	450000887	19	M
938807203	450000887	19	M
938807204	450000887	18	M
938807205	450000887	24	M
938807206	450000887	20	M
938807207	450000887	18	M
938807208	450000887	21	M
938807209	450000887	29	M
938807210	450000887	31	M
938807211	450000887	20	M
938807212	450000887	19	M
938807213	450000887	23	M
938807214	450000887	21	M
938807215	450000887	18	M
938807216	450000887	18	M
938807217	450000887	22	M
938807218	450000887	22	M
938807219	450000887	23	M
938807220	450000887	21	M
938807221	450000887	19	M
938807222	450000887	18	M
938807223	450000887	18	M
938807224	450000887	20	M
938807225	450000887	29	M
938807226	450000887	19	M
938807227	450000887	19	M
938807228	450000887	18	M
938807229	450000887	19	M
938807230	450000887	21	M
938807231	450000887	19	M
938807232	450000887	21	M
938807233	450000887	21	M
938807234	450000887	19	M
938807235	450000887	18	M
938807236	450000887	19	M
938807237	450000887	19	M
938807238	450000887	24	M
938807239	450000887	21	M
938807240	450000887	19	M
938807241	450000887	22	M
938807242	450000887	19	M
938807243	450000887	21	M
938807244	450000887	24	M
938807245	450000887	21	M
938807246	450000887	18	M
938807247	450000887	24	M
938807248	450000887	55	M
938807249	450000887	22	M
938807250	450000887	19	M
938807251	450000887	24	M
938807252	450000887	19	M
938807253	450000887	26	M
938807254	450000887	22	M
938807255	450000887	23	M
938807256	450000887	23	M
938807257	450000887	23	M
938807258	450000887	23	M
938807259	450000887	19	M
938807260	450000887	21	M
938807261	450000887	20	M
938807262	450000887	24	M
938807263	450000887	20	M
938807264	450000887	19	M
938807265	450000887	18	M
938807266	450000887	21	M
938807267	450000887	20	M
938807268	450000887	22	M
938807269	450000887	28	M
938807270	450000887	19	M
938807271	450000887	21	M
938807272	450000887	22	M
938807273	450000887	23	M
938807274	450000887	18	M
938807275	450000887	19	M
938807276	450000887	18	M
938807277	450000887	24	M
938807278	450000887	20	M
938807279	450000887	19	M
938807280	450000887	19	M
938807281	450000887	18	M
938807282	450000887	22	M
938807283	450000887	22	M
938807284	450000887	19	M
938807285	450000887	23	M
938807286	450000887	22	M
938807287	450000887	20	M
938807288	450000887	22	M
938807289	450000887	31	M
938807290	450000887	19	M
938807291	450000887	24	M
938807292	450000887	27	M
938807293	450000887	18	M
938807294	450000887	22	M
938807295	450000887	19	M
938807296	450000887	19	M
938807297	450000887	19	M
938807298	450000887	18	M
938807299	450000887	19	M
938807300	450000887	19	M
938807301	450000887	18	M
938807302	450000887	24	M
938807303	450000887	20	M
938807304	450000887	20	M
938807305	450000887	18	M
938807306	450000887	23	M
938807307	450000887	19	M
938807308	450000887	22	M
938807309	450000887	21	M
938807310	450000887	28	M
938807311	450000887	19	M
938807312	450000887	20	M
938807313	450000887	19	M
938807314	450000887	21	M
938807315	450000887	18	M
938807316	450000887	18	M
938807317	450000887	18	M
938807318	450000887	21	M
938807319	450000887	34	M
938807320	450000887	20	M
938807321	450000887	22	M
938807322	450000887	24	M
938807323	450000887	19	M
938807324	450000887	19	M
938807325	450000887	19	M
938807326	450000887	19	M
938807327	450000887	19	M
938807328	450000887	20	M
938807329	450000887	21	M
938807330	450000887	22	M
938807331	450000887	19	M
938807332	450000887	18	M
938807333	450000887	19	M
938807334	450000887	21	M
938807335	450000887	19	M
938807336	450000887	19	M
938807337	450000887	18	M
938807338	450000887	19	M
938807339	450000887	22	M
938807340	450000887	18	M
938807341	450000887	19	M
938807342	450000887	21	M
938807343	450000887	19	M
938807344	450000887	21	M
938807345	450000887	29	M
938807346	450000887	21	M
938807347	450000887	23	M
938807348	450000887	18	M
938807349	450000887	18	M
938807350	450000887	19	M
938807351	450000887	20	M
938807352	450000887	20	M
938807353	450000887	18	M
938807354	450000887	19	M
938807355	450000887	23	M
938807356	450000887	18	M
938807357	450000887	21	M
938807358	450000887	19	M
938807359	450000887	21	M
938807360	450000887	19	M
938807361	450000887	19	M
938807362	450000887	23	M
938807363	450000887	19	M
938807364	450000887	19	M
938807365	450000887	20	M
938807366	450000887	19	M
938807367	450000887	22	M
938807368	450000887	19	M
938807369	450000887	20	M
938807370	450000887	19	M
938807371	450000887	18	M
938807372	450000887	19	M
938807373	450000887	19	M
938807374	450000887	19	M
938807375	450000887	22	M
938807376	450000887	20	M
938807377	450000887	23	M
938807378	450000887	19	M
938807379	450000887	19	M
938807380	450000887	19	M
938807381	450000887	19	M
938807382	450000887	20	M
938807383	450000887	19	M
938807384	450000887	18	M
938807385	450000887	20	M
938807386	450000887	23	M
938807387	450000887	19	M
938807388	450000887	20	M
938807389	450000887	18	M
938807390	450000887	20	M
938807391	450000887	19	M
938807392	450000887	21	M
938807393	450000887	24	M
938807394	450000887	19	M
938807395	450000887	18	M
938807396	450000887	24	M
938807397	450000887	19	M
938807398	450000887	19	M
938807399	450000887	19	M
938807400	450000887	24	M
938807401	450000887	21	M
938807402	450000887	20	M
938807403	450000887	19	M
938807404	450000887	18	M
938807405	450000887	21	M
938807406	450000887	20	M
938807407	450000887	21	M
938807408	450000887	20	M
938807409	450000887	19	M
938807410	450000887	18	M
938807411	450000887	19	M
938807412	450000887	18	M
938807413	450000887	18	M
938807414	450000887	18	M
938807415	450000887	19	M
938807416	450000887	22	M
938807417	450000887	21	M
938807418	450000887	23	M
938807419	450000887	18	M
938807420	450000887	24	M
938807421	450000887	20	M
938807422	450000887	21	M
938807423	450000887	24	M
938807424	450000887	19	M
938807425	450000887	19	M
938807426	450000887	23	M
938807427	450000887	18	M
938807428	450000887	18	M
938807429	450000887	19	M
938807430	450000887	19	M
938807431	450000887	19	M
938807432	450000887	19	M
938807433	450000887	19	M
938807434	450000887	21	M
938807435	450000887	20	M
938807436	450000887	23	M
938807437	450000887	23	M
938807438	450000887	18	M
938807439	450000887	18	M
938807440	450000887	19	M
938807441	450000887	19	M
938807442	450000887	19	M
938807443	450000887	21	M
938807444	450000887	19	M
938807445	450000887	18	M
938807446	450000887	19	M
938807447	450000887	23	M
938807448	450000887	18	M
938807449	450000887	19	M
938807450	450000887	18	M
938807451	450000887	21	M
938807452	450000887	27	M
938807453	450000887	22	M
938807454	450000887	18	M
938807455	450000887	19	M
938807456	450000887	18	M
938807457	450000887	22	M
938807458	450000887	20	M
938807459	450000887	22	M
938807460	450000887	18	M
938807461	450000887	20	M
938807462	450000887	18	M
938807463	450000887	22	M
938807464	450000887	18	M
938807465	450000887	24	M
938807466	450000887	22	M
938807467	450000887	19	M
938807468	450000887	22	M
938807469	450000887	20	M
938807470	450000887	22	M
938807471	450000887	21	M
938807472	450000887	19	M
938807473	450000887	23	M
938807474	450000887	18	M
938807475	450000887	18	M
938807476	450000887	18	M
938807477	450000887	19	M
938807478	450000887	21	M
938807479	450000887	19	M
938807480	450000887	19	M
938807481	450000887	18	M
938807482	450000887	19	M
938807483	450000887	19	M
938807484	450000887	19	M
938807485	450000887	22	M
938807486	450000887	22	M
938807487	450000887	19	M
938807488	450000887	18	M
938807489	450000887	22	M
938807490	450000887	22	M
938807491	450000887	21	M
938807492	450000887	18	M
938807493	450000887	21	M
938807494	450000887	20	M
938807495	450000887	18	M
938807496	450000887	18	M
938807497	450000887	22	M
938807498	450000887	18	M
938807499	450000887	19	M
938807500	450000887	20	M
938807501	450000887	24	M
938807502	450000887	19	M
938807503	450000887	19	M
938807504	450000887	32	M
938807505	450000887	22	M
938807506	450000887	21	M
938807507	450000887	18	M
938807508	450000887	20	M
938807509	450000887	19	M
938807510	450000887	19	M
938807511	450000887	19	M
938807512	450000887	23	M
938807513	450000887	23	M
938807514	450000887	24	M
938807515	450000887	19	M
938807516	450000887	22	M
938807517	450000887	19	M
938807518	450000887	19	M
938807519	450000887	20	M
938807520	450000887	19	M
938807521	450000887	19	M
938807522	450000887	23	M
938807523	450000887	21	M
938807524	450000887	22	M
938807525	450000887	21	M
938807526	450000887	19	M
938807527	450000887	23	M
938807528	450000887	20	M
938807529	450000887	19	M
938807530	450000887	19	M
938807531	450000887	18	M
938807532	450000887	21	M
938807533	450000887	18	M
938807534	450000887	18	M
938807535	450000887	21	M
938807536	450000887	19	M
938807537	450000887	19	M
938807538	450000887	23	M
938807539	450000887	18	M
938807540	450000887	19	M
938807541	450000887	19	M
938807542	450000887	19	M
938807543	450000887	31	M
938807544	450000887	23	M
938807545	450000887	23	M
938807546	450000887	22	M
938807547	450000887	22	M
938807548	450000887	21	M
938807549	450000887	19	M
938807550	450000887	24	M
938807551	450000887	19	M
938807552	450000887	23	M
938807553	450000887	18	M
938807554	450000887	19	M
938807555	450000887	18	M
938807556	450000887	18	M
938807557	450000887	21	M
938807558	450000887	19	M
938807559	450000887	21	M
938807560	450000887	23	M
938807561	450000887	20	M
938807562	450000887	27	M
938807563	450000887	19	M
938807564	450000887	19	M
938807565	450000887	19	M
938807566	450000887	22	M
938807567	450000887	23	M
938807568	450000887	19	M
938807569	450000887	20	M
938807570	450000887	18	M
938807571	450000887	20	M
938807572	450000887	21	M
938807573	450000887	20	M
938807574	450000887	24	M
938807575	450000887	22	M
938807576	450000887	20	M
938807577	450000887	19	M
938807578	450000887	20	M
938807579	450000887	19	M
938807580	450000887	23	M
938807581	450000887	23	M
938807582	450000887	19	M
938807583	450000887	18	M
938807584	450000887	20	M
938807585	450000887	22	M
938807586	450000887	20	M
938807587	450000887	18	M
938807588	450000887	19	M
938807589	450000887	18	M
938807590	450000887	18	M
938807591	450000887	19	M
938807592	450000887	18	M
938807593	450000887	18	M
938807594	450000887	19	M
938807595	450000887	20	M
938807596	450000887	23	M
938807597	450000887	18	M
938807598	450000887	18	M
938807599	450000887	20	M
938807600	450000887	19	M
938807601	450000887	24	M
938807602	450000887	19	M
938807603	450000887	19	M
938807604	450000887	24	M
938807605	450000887	21	M
938807606	450000887	18	M
938807607	450000887	25	M
938807608	450000887	19	M
938807609	450000887	39	M
938807610	450000887	18	M
938807611	450000887	19	M
938807612	450000887	19	M
938807613	450000887	35	M
938807614	450000887	20	M
938807615	450000887	21	M
938807616	450000887	21	M
938807617	450000887	19	M
938807618	450000887	19	M
938807619	450000887	23	M
938807620	450000887	22	M
938807621	450000887	27	M
938807622	450000887	23	M
938807623	450000887	21	M
938807624	450000887	18	M
938807625	450000887	23	M
938807626	450000887	22	M
938807627	450000887	19	M
938807628	450000887	19	M
938807629	450000887	22	M
938807630	450000887	21	M
938807631	450000887	19	M
938807632	450000887	19	M
938807633	450000887	19	M
938807634	450000887	23	M
938807635	450000887	23	M
938807636	450000887	19	M
938807637	450000887	18	M
938807638	450000887	19	M
938807639	450000887	18	M
938807640	450000887	21	M
938807641	450000887	21	M
938807642	450000887	22	M
938807643	450000887	20	M
938807644	450000887	19	M
938807645	450000887	21	M
938807646	450000887	20	M
938807647	450000887	19	M
938807648	450000887	19	M
938807649	450000887	21	M
938807650	450000887	19	M
938807651	450000887	19	M
938807652	450000887	19	M
938807653	450000887	18	M
938807654	450000887	23	M
938807655	450000887	20	M
938807656	450000887	21	M
938807657	450000887	19	M
938807658	450000887	18	M
938807659	450000887	18	M
938807660	450000887	22	M
938807661	450000887	19	M
938807662	450000887	19	M
938807663	450000887	19	M
938807664	450000887	19	M
938807665	450000887	18	M
938807666	450000887	22	M
938807667	450000887	22	M
938807668	450000887	18	M
938807669	450000887	19	M
938807670	450000887	21	M
938807671	450000887	19	M
938807672	450000887	24	M
938807673	450000887	22	M
938807674	450000887	20	M
938807675	450000887	32	M
938807676	450000887	18	M
938807677	450000887	21	M
938807678	450000887	20	M
938807679	450000887	27	M
938807680	450000887	18	M
938807681	450000887	20	M
938807682	450000887	35	M
938807683	450000887	19	M
938807684	450000887	19	M
938807685	450000887	20	M
938807686	450000887	18	M
938807687	450000887	27	M
938807688	450000887	24	M
938807689	450000887	19	M
938807690	450000887	20	M
938807691	450000887	19	M
938807692	450000887	24	M
938807693	450000887	22	M
938807694	450000887	18	M
938807695	450000887	20	M
938807696	450000887	19	M
938807697	450000887	20	M
938807698	450000887	20	M
938807699	450000887	19	M
938807700	450000887	23	M
938807701	450000887	18	M
938807702	450000887	27	M
938807703	450000887	22	M
938807704	450000887	19	M
938807705	450000887	27	M
938807706	450000887	28	M
938807707	450000887	21	M
938807708	450000887	20	M
938807709	450000887	18	M
938807710	450000887	19	M
938807711	450000887	24	M
938807712	450000887	18	M
938807713	450000887	21	M
938807714	450000887	24	M
938807715	450000887	44	M
938807716	450000887	19	M
938807717	450000887	24	M
938807718	450000887	20	M
938807719	450000887	18	M
938807720	450000887	22	M
938807721	450000887	20	M
938807722	450000887	21	M
938807723	450000887	21	M
938807724	450000887	22	M
938807725	450000887	18	M
938807726	450000887	22	M
938807727	450000887	18	M
938807728	450000887	21	M
938807729	450000887	18	M
938807730	450000887	20	M
938807731	450000887	21	M
938807732	450000887	20	M
938807733	450000887	23	M
938807734	450000887	20	M
938807735	450000887	19	M
938807736	450000887	21	M
938807737	450000887	19	M
938807738	450000887	18	M
938807739	450000887	20	M
938807740	450000887	19	M
938807741	450000887	24	M
938807742	450000887	18	M
938807743	450000887	19	M
938807744	450000887	24	M
938807745	450000887	19	M
938807746	450000887	20	M
938807747	450000887	23	M
938807748	450000887	20	M
938807749	450000887	19	M
938807750	450000887	23	M
938807751	450000887	19	M
938807752	450000887	18	M
938807753	450000887	23	M
938807754	450000887	19	M
938807755	450000887	22	M
938807756	450000887	18	M
938807757	450000887	24	M
938807758	450000887	23	M
938807759	450000887	20	M
938807760	450000887	19	M
938807761	450000887	27	M
938807762	450000887	21	M
938807763	450000887	24	M
938807764	450000887	20	M
938807765	450000887	20	M
938807766	450000887	19	M
938807767	450000887	22	M
938807768	450000887	22	M
938807769	450000887	20	M
938807770	450000887	19	M
938807771	450000887	24	M
938807772	450000887	19	M
938807773	450000887	18	M
938807774	450000887	21	M
938807775	450000887	24	M
938807776	450000887	19	M
938807777	450000887	24	M
938807778	450000887	24	M
938807779	450000887	18	M
938807780	450000887	18	M
938807781	450000887	23	M
938807782	450000887	20	M
938807783	450000887	24	M
938807784	450000887	19	M
938807785	450000887	20	M
938807786	450000887	22	M
938807787	450000887	24	M
938807788	450000887	23	M
938807789	450000887	19	M
938807790	450000887	18	M
938807791	450000887	21	M
938807792	450000887	23	M
938807793	450000887	22	M
938807794	450000887	22	M
938807795	450000887	18	M
938807796	450000887	18	M
938807797	450000887	19	M
938807798	450000887	20	M
938807799	450000887	24	M
938807800	450000887	19	M
938807801	450000887	24	M
938807802	450000887	28	M
938807803	450000887	21	M
938807804	450000887	18	M
938807805	450000887	19	M
938807806	450000887	19	M
938807807	450000887	22	M
938807808	450000887	18	M
938807809	450000887	19	M
938807810	450000887	32	M
938807811	450000887	24	M
938807812	450000887	19	M
938807813	450000887	22	M
938807814	450000887	19	M
938807815	450000887	21	M
938807816	450000887	19	M
938807817	450000887	18	M
938807818	450000887	19	M
938807819	450000887	20	M
938807820	450000887	24	M
938807821	450000887	21	M
938807822	450000887	23	M
938807823	450000887	20	M
938807824	450000887	20	M
938807825	450000887	20	M
938807826	450000887	18	M
938807827	450000887	18	M
938807828	450000887	19	M
938807829	450000887	22	M
938807830	450000887	22	M
938807831	450000887	20	M
938807832	450000887	22	M
938807833	450000887	19	M
938807834	450000887	19	M
938807835	450000887	20	M
938807836	450000887	19	M
938807837	450000887	21	M
938807838	450000887	27	M
938807839	450000887	20	M
938807840	450000887	19	M
938807841	450000887	19	M
938807842	450000887	23	M
938807843	450000887	29	M
938807844	450000887	19	M
938807845	450000887	19	M
938807846	450000887	19	M
938807847	450000887	22	M
938807848	450000887	18	M
938807849	450000887	18	M
938807850	450000887	18	M
938807851	450000887	19	M
938807852	450000887	18	M
938807853	450000887	21	M
938807854	450000887	21	M
938807855	450000887	20	M
938807856	450000887	23	M
938807857	450000887	19	M
938807858	450000887	18	M
938807859	450000887	18	M
938807860	450000887	22	M
938807861	450000887	23	M
938807862	450000887	18	M
938807863	450000887	19	M
938807864	450000887	18	M
938807865	450000887	21	M
938807866	450000887	19	M
938807867	450000887	24	M
938807868	450000887	19	M
938807869	450000887	21	M
938807870	450000887	23	M
938807871	450000887	20	M
938807872	450000887	23	M
938807873	450000887	21	M
938807874	450000887	20	M
938807875	450000887	22	M
938807876	450000887	24	M
938807877	450000887	23	M
938807878	450000887	21	M
938807879	450000887	19	M
938807880	450000887	20	M
938807881	450000887	18	M
938807882	450000887	18	M
938807883	450000887	19	M
938807884	450000887	19	M
938807885	450000887	20	M
938807886	450000887	22	M
938807887	450000887	23	M
938807888	450000887	19	M
938807889	450000887	21	M
938807890	450000887	20	M
938807891	450000887	22	M
938807892	450000887	20	M
938807893	450000887	18	M
938807894	450000887	23	M
938807895	450000887	18	M
938807896	450000887	20	M
938807897	450000887	24	M
938807898	450000887	19	M
938807899	450000887	18	M
938807900	450000887	19	M
938807901	450000887	19	M
938807902	450000887	20	M
938807903	450000887	23	M
938807904	450000887	21	M
938807905	450000887	22	M
938807906	450000887	19	M
938807907	450000887	18	M
938807908	450000887	22	M
938807909	450000887	19	M
938807910	450000887	19	M
938807911	450000887	19	M
938807912	450000887	18	M
938807913	450000887	18	M
938807914	450000887	22	M
938807915	450000887	19	M
938807916	450000887	18	M
938807917	450000887	19	M
938807918	450000887	21	M
938807919	450000887	19	M
938807920	450000887	21	M
938807921	450000887	20	M
938807922	450000887	18	M
938807923	450000887	24	M
938807924	450000887	21	M
938807925	450000887	18	M
938807926	450000887	18	M
938807927	450000887	21	M
938807928	450000887	18	M
938807929	450000887	23	M
938807930	450000887	18	M
938807931	450000887	18	M
938807932	450000887	19	M
938807933	450000887	18	M
938807934	450000887	27	M
938807935	450000887	21	M
938807936	450000887	24	M
938807937	450000887	19	M
938807938	450000887	19	M
938807939	450000887	19	M
938807940	450000887	19	M
938807941	450000887	21	M
938807942	450000887	19	M
938807943	450000887	20	M
938807944	450000887	18	M
938807945	450000887	18	M
938807946	450000887	22	M
938807947	450000887	26	M
938807948	450000887	19	M
938807949	450000887	21	M
938807950	450000887	20	M
938807951	450000887	21	M
938807952	450000887	20	M
938807953	450000887	20	M
938807954	450000887	19	M
938807955	450000887	19	M
938807956	450000887	19	M
938807957	450000887	22	M
938807958	450000887	24	M
938807959	450000887	18	M
938807960	450000887	19	M
938807961	450000887	22	M
938807962	450000887	24	M
938807963	450000887	20	M
938807964	450000887	20	M
938807965	450000887	18	M
938807966	450000887	20	M
938807967	450000887	19	M
938807968	450000887	18	M
938807969	450000887	32	M
938807970	450000887	19	M
938807971	450000887	21	M
938807972	450000887	19	M
938807973	450000887	19	M
938807974	450000887	19	M
938807975	450000887	25	M
938807976	450000887	21	M
938807977	450000887	19	M
938807978	450000887	18	M
938807979	450000887	41	M
938807980	450000887	19	M
938807981	450000887	21	M
938807982	450000887	19	M
938807983	450000887	19	M
938807984	450000887	18	M
938807985	450000887	19	M
938807986	450000887	19	M
938807987	450000887	18	M
938807988	450000887	19	M
938807989	450000887	23	M
938807990	450000887	22	M
938807991	450000887	19	M
938807992	450000887	19	M
938807993	450000887	23	M
938807994	450000887	18	M
938807995	450000887	24	M
938807996	450000887	24	M
938807997	450000887	20	M
938807998	450000887	18	M
938807999	450000887	18	M
938808000	450000887	20	M
938808001	450000887	20	M
938808002	450000887	20	M
938808003	450000887	24	M
938808004	450000887	19	M
938808005	450000887	22	M
938808006	450000887	18	M
938808007	450000887	19	M
938808008	450000887	19	M
938808009	450000887	24	M
938808010	450000887	21	M
938808011	450000887	19	M
938808012	450000887	19	M
938808013	450000887	21	M
938808014	450000887	21	M
938808015	450000887	24	M
938808016	450000887	20	M
938808017	450000887	19	M
938808018	450000887	21	M
938808019	450000887	24	M
938808020	450000887	19	M
938808021	450000887	19	M
938808022	450000887	20	M
938808023	450000887	19	M
938808024	450000887	20	M
938808025	450000887	22	M
938808026	450000887	20	M
938808027	450000887	21	M
938808028	450000887	20	M
938808029	450000887	20	M
938808030	450000887	19	M
938808031	450000887	19	M
938808032	450000887	19	M
938808033	450000887	18	M
938808034	450000887	23	M
938808035	450000887	21	M
938808036	450000887	19	M
938808037	450000887	18	M
938808038	450000887	18	M
938808039	450000887	33	M
938808040	450000887	18	M
938808041	450000887	19	M
938808042	450000887	22	M
938808043	450000887	18	M
938808044	450000887	19	M
938808045	450000887	20	M
938808046	450000887	20	M
938808047	450000887	21	M
938808048	450000887	19	M
938808049	450000887	21	M
938808050	450000887	18	M
938808051	450000887	19	M
938808052	450000887	24	M
938808053	450000887	21	M
938808054	450000887	19	M
938808055	450000887	18	M
938808056	450000887	20	M
938808057	450000887	22	M
938808058	450000887	19	M
938808059	450000887	24	M
938808060	450000887	25	M
938808061	450000887	22	M
938808062	450000887	23	M
938808063	450000887	22	M
938808064	450000887	20	M
938808065	450000887	20	M
938808066	450000887	18	M
938808067	450000887	19	M
938808068	450000887	22	M
938808069	450000887	22	M
938808070	450000887	19	M
938808071	450000887	24	M
938808072	450000887	24	M
938808073	450000887	23	M
938808074	450000887	20	M
938808075	450000887	19	M
938808076	450000887	21	M
938808077	450000887	21	M
938808078	450000887	22	M
938808079	450000887	18	M
938808080	450000887	18	M
938808081	450000887	18	M
938808082	450000887	19	M
938808083	450000887	19	M
938808084	450000887	19	M
938808085	450000887	23	M
938808086	450000887	19	M
938808087	450000887	23	M
938808088	450000887	21	M
938808089	450000887	23	M
938808090	450000887	18	M
938808091	450000887	19	M
938808092	450000887	19	M
938808093	450000887	18	M
938808094	450000887	24	M
938808095	450000887	21	M
938808096	450000887	22	M
938808097	450000887	21	M
938808098	450000887	22	M
938808099	450000887	20	M
938808100	450000887	20	M
938808101	450000887	23	M
938808102	450000887	19	M
938808103	450000887	22	M
938808104	450000887	20	M
938808105	450000887	18	M
938808106	450000887	26	M
938808107	450000887	18	M
938808108	450000887	19	M
938808109	450000887	18	M
938808110	450000887	19	M
938808111	450000887	18	M
938808112	450000887	22	M
938808113	450000887	23	M
938808114	450000887	23	M
938808115	450000887	23	M
938808116	450000887	22	M
938808117	450000887	21	M
938808118	450000887	20	M
938808119	450000887	18	M
938808120	450000887	23	M
938808121	450000887	19	M
938808122	450000887	19	M
938808123	450000887	22	M
938808124	450000887	20	M
938808125	450000887	19	M
938808126	450000887	28	M
938808127	450000887	21	M
938808128	450000887	18	M
938808129	450000887	33	M
938808130	450000887	19	M
938808131	450000887	19	M
938808132	450000887	20	M
938808133	450000887	23	M
938808134	450000887	24	M
938808135	450000887	23	M
938808136	450000887	24	M
938808137	450000887	19	M
938808138	450000887	18	M
938808139	450000887	18	M
938808140	450000887	19	M
938808141	450000887	18	M
938808142	450000887	20	M
938808143	450000887	21	M
938808144	450000887	19	M
938808145	450000887	19	M
938808146	450000887	28	M
938808147	450000887	18	M
938808148	450000887	19	M
938808149	450000887	21	M
938808150	450000887	18	M
938808151	450000887	23	M
938808152	450000887	19	M
938808153	450000887	19	M
938808154	450000887	18	M
938808155	450000887	19	M
938808156	450000887	18	M
938808157	450000887	18	M
938808158	450000887	19	M
938808159	450000887	22	M
938808160	450000887	18	M
938808161	450000887	22	M
938808162	450000887	19	M
938808163	450000887	22	M
938808164	450000887	19	M
938808165	450000887	21	M
938808166	450000887	24	M
938808167	450000887	22	M
938808168	450000887	23	M
938808169	450000887	19	M
938808170	450000887	24	M
938808171	450000887	20	M
938808172	450000887	19	M
938808173	450000887	18	M
938808174	450000887	44	M
938808175	450000887	24	M
938808176	450000887	20	M
938808177	450000887	19	M
938808178	450000887	19	M
938808179	450000887	20	M
938808180	450000887	20	M
938808181	450000887	19	M
938808182	450000887	18	M
938808183	450000887	19	M
938808184	450000887	18	M
938808185	450000887	21	M
938808186	450000887	19	M
938808187	450000887	24	M
938808188	450000887	21	M
938808189	450000887	30	M
938808190	450000887	18	M
938808191	450000887	23	M
938808192	450000887	19	M
938808193	450000887	23	M
938808194	450000887	47	M
938808195	450000887	19	M
938808196	450000887	19	M
938808197	450000887	22	M
938808198	450000887	18	M
938808199	450000887	19	M
938808200	450000887	21	M
